time | w0| w1| w2| w3| w4| finished
 535 | D | J | . | . | . | FHRXMQSNEGWZIBCLOUAT
 536 | D | J | . | . | . | FHRXMQSNEGWZIBCLOUAT
 537 | D | J | . | . | . | FHRXMQSNEGWZIBCLOUAT
 538 | D | J | . | . | . | FHRXMQSNEGWZIBCLOUAT
 539 | D | J | . | . | . | FHRXMQSNEGWZIBCLOUAT
 540 | D | J | . | . | . | FHRXMQSNEGWZIBCLOUAT
 541 | D | J | . | . | . | FHRXMQSNEGWZIBCLOUAT
 542 | D | J | . | . | . | FHRXMQSNEGWZIBCLOUAT
 543 | D | J | . | . | . | FHRXMQSNEGWZIBCLOUAT
 544 | D | J | . | . | . | FHRXMQSNEGWZIBCLOUAT
 545 | D | J | . | . | . | FHRXMQSNEGWZIBCLOUAT
 546 | D | J | . | . | . | FHRXMQSNEGWZIBCLOUAT
 547 | D | J | . | . | . | FHRXMQSNEGWZIBCLOUAT
 548 | D | J | . | . | . | FHRXMQSNEGWZIBCLOUAT
 549 | D | J | . | . | . | FHRXMQSNEGWZIBCLOUAT
 550 | D | J | . | . | . | FHRXMQSNEGWZIBCLOUAT
 551 | D | J | . | . | . | FHRXMQSNEGWZIBCLOUAT
 552 | D | J | . | . | . | FHRXMQSNEGWZIBCLOUAT
 553 | D | J | . | . | . | FHRXMQSNEGWZIBCLOUAT
 554 | D | J | . | . | . | FHRXMQSNEGWZIBCLOUAT
 555 | D | J | . | . | . | FHRXMQSNEGWZIBCLOUAT
 556 | D | J | . | . | . | FHRXMQSNEGWZIBCLOUAT
 557 | D | J | . | . | . | FHRXMQSNEGWZIBCLOUAT
 558 | D | J | . | . | . | FHRXMQSNEGWZIBCLOUAT
 559 | D | J | . | . | . | FHRXMQSNEGWZIBCLOUAT
 560 | D | J | . | . | . | FHRXMQSNEGWZIBCLOUAT
 561 | D | J | . | . | . | FHRXMQSNEGWZIBCLOUAT
 562 | D | J | . | . | . | FHRXMQSNEGWZIBCLOUAT
 563 | D | J | . | . | . | FHRXMQSNEGWZIBCLOUAT
 564 | D | J | . | . | . | FHRXMQSNEGWZIBCLOUAT
 565 | D | J | . | . | . | FHRXMQSNEGWZIBCLOUAT
 566 | D | J | . | . | . | FHRXMQSNEGWZIBCLOUAT
 567 | D | J | . | . | . | FHRXMQSNEGWZIBCLOUAT
 568 | D | J | . | . | . | FHRXMQSNEGWZIBCLOUAT
 569 | D | J | . | . | . | FHRXMQSNEGWZIBCLOUAT
 570 | D | J | . | . | . | FHRXMQSNEGWZIBCLOUAT
 571 | D | J | . | . | . | FHRXMQSNEGWZIBCLOUAT
 572 | D | J | . | . | . | FHRXMQSNEGWZIBCLOUAT
 573 | D | J | . | . | . | FHRXMQSNEGWZIBCLOUAT
 574 | D | J | . | . | . | FHRXMQSNEGWZIBCLOUAT
 575 | D | J | . | . | . | FHRXMQSNEGWZIBCLOUAT
 576 | D | J | . | . | . | FHRXMQSNEGWZIBCLOUAT
 577 | D | J | . | . | . | FHRXMQSNEGWZIBCLOUAT
 578 | D | J | . | . | . | FHRXMQSNEGWZIBCLOUAT
 579 | D | J | . | . | . | FHRXMQSNEGWZIBCLOUAT
 580 | D | J | . | . | . | FHRXMQSNEGWZIBCLOUAT
 581 | D | J | . | . | . | FHRXMQSNEGWZIBCLOUAT
 582 | D | J | . | . | . | FHRXMQSNEGWZIBCLOUAT
 583 | D | J | . | . | . | FHRXMQSNEGWZIBCLOUAT
 584 | D | J | . | . | . | FHRXMQSNEGWZIBCLOUAT
 585 | D | J | . | . | . | FHRXMQSNEGWZIBCLOUAT
 586 | D | J | . | . | . | FHRXMQSNEGWZIBCLOUAT
 587 | D | J | . | . | . | FHRXMQSNEGWZIBCLOUAT
 588 | D | J | . | . | . | FHRXMQSNEGWZIBCLOUAT
 589 | D | J | . | . | . | FHRXMQSNEGWZIBCLOUAT
 590 | D | J | . | . | . | FHRXMQSNEGWZIBCLOUAT
 591 | D | J | . | . | . | FHRXMQSNEGWZIBCLOUAT
 592 | D | J | . | . | . | FHRXMQSNEGWZIBCLOUAT
 593 | D | J | . | . | . | FHRXMQSNEGWZIBCLOUAT
 594 | D | J | . | . | . | FHRXMQSNEGWZIBCLOUAT
 595 | D | J | . | . | . | FHRXMQSNEGWZIBCLOUAT
 596 | D | J | . | . | . | FHRXMQSNEGWZIBCLOUAT
 597 | . | J | . | . | . | FHRXMQSNEGWZIBCLOUATD
 598 | . | J | . | . | . | FHRXMQSNEGWZIBCLOUATD
 599 | . | J | . | . | . | FHRXMQSNEGWZIBCLOUATD
 600 | . | J | . | . | . | FHRXMQSNEGWZIBCLOUATD
 601 | . | J | . | . | . | FHRXMQSNEGWZIBCLOUATD
 602 | . | J | . | . | . | FHRXMQSNEGWZIBCLOUATD
 603 | P | . | . | . | . | FHRXMQSNEGWZIBCLOUATDJ
 604 | P | . | . | . | . | FHRXMQSNEGWZIBCLOUATDJ
 605 | P | . | . | . | . | FHRXMQSNEGWZIBCLOUATDJ
 606 | P | . | . | . | . | FHRXMQSNEGWZIBCLOUATDJ
 607 | P | . | . | . | . | FHRXMQSNEGWZIBCLOUATDJ
 608 | P | . | . | . | . | FHRXMQSNEGWZIBCLOUATDJ
 609 | P | . | . | . | . | FHRXMQSNEGWZIBCLOUATDJ
 610 | P | . | . | . | . | FHRXMQSNEGWZIBCLOUATDJ
 611 | P | . | . | . | . | FHRXMQSNEGWZIBCLOUATDJ
 612 | P | . | . | . | . | FHRXMQSNEGWZIBCLOUATDJ
 613 | P | . | . | . | . | FHRXMQSNEGWZIBCLOUATDJ
 614 | P | . | . | . | . | FHRXMQSNEGWZIBCLOUATDJ
 615 | P | . | . | . | . | FHRXMQSNEGWZIBCLOUATDJ
 616 | P | . | . | . | . | FHRXMQSNEGWZIBCLOUATDJ
 617 | P | . | . | . | . | FHRXMQSNEGWZIBCLOUATDJ
 618 | P | . | . | . | . | FHRXMQSNEGWZIBCLOUATDJ
 619 | P | . | . | . | . | FHRXMQSNEGWZIBCLOUATDJ
 620 | P | . | . | . | . | FHRXMQSNEGWZIBCLOUATDJ
 621 | P | . | . | . | . | FHRXMQSNEGWZIBCLOUATDJ
 622 | P | . | . | . | . | FHRXMQSNEGWZIBCLOUATDJ
 623 | P | . | . | . | . | FHRXMQSNEGWZIBCLOUATDJ
 624 | P | . | . | . | . | FHRXMQSNEGWZIBCLOUATDJ
 625 | P | . | . | . | . | FHRXMQSNEGWZIBCLOUATDJ
 626 | P | . | . | . | . | FHRXMQSNEGWZIBCLOUATDJ
 627 | P | . | . | . | . | FHRXMQSNEGWZIBCLOUATDJ
 628 | P | . | . | . | . | FHRXMQSNEGWZIBCLOUATDJ
 629 | P | . | . | . | . | FHRXMQSNEGWZIBCLOUATDJ
 630 | P | . | . | . | . | FHRXMQSNEGWZIBCLOUATDJ
 631 | P | . | . | . | . | FHRXMQSNEGWZIBCLOUATDJ
 632 | P | . | . | . | . | FHRXMQSNEGWZIBCLOUATDJ
 633 | P | . | . | . | . | FHRXMQSNEGWZIBCLOUATDJ
 634 | P | . | . | . | . | FHRXMQSNEGWZIBCLOUATDJ
 635 | P | . | . | . | . | FHRXMQSNEGWZIBCLOUATDJ
 636 | P | . | . | . | . | FHRXMQSNEGWZIBCLOUATDJ
 637 | P | . | . | . | . | FHRXMQSNEGWZIBCLOUATDJ
 638 | P | . | . | . | . | FHRXMQSNEGWZIBCLOUATDJ
 639 | P | . | . | . | . | FHRXMQSNEGWZIBCLOUATDJ
 640 | P | . | . | . | . | FHRXMQSNEGWZIBCLOUATDJ
 641 | P | . | . | . | . | FHRXMQSNEGWZIBCLOUATDJ
 642 | P | . | . | . | . | FHRXMQSNEGWZIBCLOUATDJ
 643 | P | . | . | . | . | FHRXMQSNEGWZIBCLOUATDJ
 644 | P | . | . | . | . | FHRXMQSNEGWZIBCLOUATDJ
 645 | P | . | . | . | . | FHRXMQSNEGWZIBCLOUATDJ
 646 | P | . | . | . | . | FHRXMQSNEGWZIBCLOUATDJ
 647 | P | . | . | . | . | FHRXMQSNEGWZIBCLOUATDJ
 648 | P | . | . | . | . | FHRXMQSNEGWZIBCLOUATDJ
 649 | P | . | . | . | . | FHRXMQSNEGWZIBCLOUATDJ
 650 | P | . | . | . | . | FHRXMQSNEGWZIBCLOUATDJ
 651 | P | . | . | . | . | FHRXMQSNEGWZIBCLOUATDJ
 652 | P | . | . | . | . | FHRXMQSNEGWZIBCLOUATDJ
 653 | P | . | . | . | . | FHRXMQSNEGWZIBCLOUATDJ
 654 | P | . | . | . | . | FHRXMQSNEGWZIBCLOUATDJ
 655 | P | . | . | . | . | FHRXMQSNEGWZIBCLOUATDJ
 656 | P | . | . | . | . | FHRXMQSNEGWZIBCLOUATDJ
 657 | P | . | . | . | . | FHRXMQSNEGWZIBCLOUATDJ
 658 | P | . | . | . | . | FHRXMQSNEGWZIBCLOUATDJ
 659 | P | . | . | . | . | FHRXMQSNEGWZIBCLOUATDJ
 660 | P | . | . | . | . | FHRXMQSNEGWZIBCLOUATDJ
 661 | P | . | . | . | . | FHRXMQSNEGWZIBCLOUATDJ
 662 | P | . | . | . | . | FHRXMQSNEGWZIBCLOUATDJ
 663 | P | . | . | . | . | FHRXMQSNEGWZIBCLOUATDJ
 664 | P | . | . | . | . | FHRXMQSNEGWZIBCLOUATDJ
 665 | P | . | . | . | . | FHRXMQSNEGWZIBCLOUATDJ
 666 | P | . | . | . | . | FHRXMQSNEGWZIBCLOUATDJ
 667 | P | . | . | . | . | FHRXMQSNEGWZIBCLOUATDJ
 668 | P | . | . | . | . | FHRXMQSNEGWZIBCLOUATDJ
 669 | P | . | . | . | . | FHRXMQSNEGWZIBCLOUATDJ
 670 | P | . | . | . | . | FHRXMQSNEGWZIBCLOUATDJ
 671 | P | . | . | . | . | FHRXMQSNEGWZIBCLOUATDJ
 672 | P | . | . | . | . | FHRXMQSNEGWZIBCLOUATDJ
 673 | P | . | . | . | . | FHRXMQSNEGWZIBCLOUATDJ
 674 | P | . | . | . | . | FHRXMQSNEGWZIBCLOUATDJ
 675 | P | . | . | . | . | FHRXMQSNEGWZIBCLOUATDJ
 676 | P | . | . | . | . | FHRXMQSNEGWZIBCLOUATDJ
 677 | P | . | . | . | . | FHRXMQSNEGWZIBCLOUATDJ
 678 | P | . | . | . | . | FHRXMQSNEGWZIBCLOUATDJ
 679 | K | . | . | . | . | FHRXMQSNEGWZIBCLOUATDJP
 680 | K | . | . | . | . | FHRXMQSNEGWZIBCLOUATDJP
 681 | K | . | . | . | . | FHRXMQSNEGWZIBCLOUATDJP
 682 | K | . | . | . | . | FHRXMQSNEGWZIBCLOUATDJP
 683 | K | . | . | . | . | FHRXMQSNEGWZIBCLOUATDJP
 684 | K | . | . | . | . | FHRXMQSNEGWZIBCLOUATDJP
 685 | K | . | . | . | . | FHRXMQSNEGWZIBCLOUATDJP
 686 | K | . | . | . | . | FHRXMQSNEGWZIBCLOUATDJP
 687 | K | . | . | . | . | FHRXMQSNEGWZIBCLOUATDJP
 688 | K | . | . | . | . | FHRXMQSNEGWZIBCLOUATDJP
 689 | K | . | . | . | . | FHRXMQSNEGWZIBCLOUATDJP
 690 | K | . | . | . | . | FHRXMQSNEGWZIBCLOUATDJP
 691 | K | . | . | . | . | FHRXMQSNEGWZIBCLOUATDJP
 692 | K | . | . | . | . | FHRXMQSNEGWZIBCLOUATDJP
 693 | K | . | . | . | . | FHRXMQSNEGWZIBCLOUATDJP
 694 | K | . | . | . | . | FHRXMQSNEGWZIBCLOUATDJP
 695 | K | . | . | . | . | FHRXMQSNEGWZIBCLOUATDJP
 696 | K | . | . | . | . | FHRXMQSNEGWZIBCLOUATDJP
 697 | K | . | . | . | . | FHRXMQSNEGWZIBCLOUATDJP
 698 | K | . | . | . | . | FHRXMQSNEGWZIBCLOUATDJP
 699 | K | . | . | . | . | FHRXMQSNEGWZIBCLOUATDJP
 700 | K | . | . | . | . | FHRXMQSNEGWZIBCLOUATDJP
 701 | K | . | . | . | . | FHRXMQSNEGWZIBCLOUATDJP
 702 | K | . | . | . | . | FHRXMQSNEGWZIBCLOUATDJP
 703 | K | . | . | . | . | FHRXMQSNEGWZIBCLOUATDJP
 704 | K | . | . | . | . | FHRXMQSNEGWZIBCLOUATDJP
 705 | K | . | . | . | . | FHRXMQSNEGWZIBCLOUATDJP
 706 | K | . | . | . | . | FHRXMQSNEGWZIBCLOUATDJP
 707 | K | . | . | . | . | FHRXMQSNEGWZIBCLOUATDJP
 708 | K | . | . | . | . | FHRXMQSNEGWZIBCLOUATDJP
 709 | K | . | . | . | . | FHRXMQSNEGWZIBCLOUATDJP
 710 | K | . | . | . | . | FHRXMQSNEGWZIBCLOUATDJP
 711 | K | . | . | . | . | FHRXMQSNEGWZIBCLOUATDJP
 712 | K | . | . | . | . | FHRXMQSNEGWZIBCLOUATDJP
 713 | K | . | . | . | . | FHRXMQSNEGWZIBCLOUATDJP
 714 | K | . | . | . | . | FHRXMQSNEGWZIBCLOUATDJP
 715 | K | . | . | . | . | FHRXMQSNEGWZIBCLOUATDJP
 716 | K | . | . | . | . | FHRXMQSNEGWZIBCLOUATDJP
 717 | K | . | . | . | . | FHRXMQSNEGWZIBCLOUATDJP
 718 | K | . | . | . | . | FHRXMQSNEGWZIBCLOUATDJP
 719 | K | . | . | . | . | FHRXMQSNEGWZIBCLOUATDJP
 720 | K | . | . | . | . | FHRXMQSNEGWZIBCLOUATDJP
 721 | K | . | . | . | . | FHRXMQSNEGWZIBCLOUATDJP
 722 | K | . | . | . | . | FHRXMQSNEGWZIBCLOUATDJP
 723 | K | . | . | . | . | FHRXMQSNEGWZIBCLOUATDJP
 724 | K | . | . | . | . | FHRXMQSNEGWZIBCLOUATDJP
 725 | K | . | . | . | . | FHRXMQSNEGWZIBCLOUATDJP
 726 | K | . | . | . | . | FHRXMQSNEGWZIBCLOUATDJP
 727 | K | . | . | . | . | FHRXMQSNEGWZIBCLOUATDJP
 728 | K | . | . | . | . | FHRXMQSNEGWZIBCLOUATDJP
 729 | K | . | . | . | . | FHRXMQSNEGWZIBCLOUATDJP
 730 | K | . | . | . | . | FHRXMQSNEGWZIBCLOUATDJP
 731 | K | . | . | . | . | FHRXMQSNEGWZIBCLOUATDJP
 732 | K | . | . | . | . | FHRXMQSNEGWZIBCLOUATDJP
 733 | K | . | . | . | . | FHRXMQSNEGWZIBCLOUATDJP
 734 | K | . | . | . | . | FHRXMQSNEGWZIBCLOUATDJP
 735 | K | . | . | . | . | FHRXMQSNEGWZIBCLOUATDJP
 736 | K | . | . | . | . | FHRXMQSNEGWZIBCLOUATDJP
 737 | K | . | . | . | . | FHRXMQSNEGWZIBCLOUATDJP
 738 | K | . | . | . | . | FHRXMQSNEGWZIBCLOUATDJP
 739 | K | . | . | . | . | FHRXMQSNEGWZIBCLOUATDJP
 740 | K | . | . | . | . | FHRXMQSNEGWZIBCLOUATDJP
 741 | K | . | . | . | . | FHRXMQSNEGWZIBCLOUATDJP
 742 | K | . | . | . | . | FHRXMQSNEGWZIBCLOUATDJP
 743 | K | . | . | . | . | FHRXMQSNEGWZIBCLOUATDJP
 744 | K | . | . | . | . | FHRXMQSNEGWZIBCLOUATDJP
 745 | K | . | . | . | . | FHRXMQSNEGWZIBCLOUATDJP
 746 | K | . | . | . | . | FHRXMQSNEGWZIBCLOUATDJP
 747 | K | . | . | . | . | FHRXMQSNEGWZIBCLOUATDJP
 748 | K | . | . | . | . | FHRXMQSNEGWZIBCLOUATDJP
 749 | K | . | . | . | . | FHRXMQSNEGWZIBCLOUATDJP
 750 | V | . | . | . | . | FHRXMQSNEGWZIBCLOUATDJPK
 751 | V | . | . | . | . | FHRXMQSNEGWZIBCLOUATDJPK
 752 | V | . | . | . | . | FHRXMQSNEGWZIBCLOUATDJPK
 753 | V | . | . | . | . | FHRXMQSNEGWZIBCLOUATDJPK
 754 | V | . | . | . | . | FHRXMQSNEGWZIBCLOUATDJPK
 755 | V | . | . | . | . | FHRXMQSNEGWZIBCLOUATDJPK
 756 | V | . | . | . | . | FHRXMQSNEGWZIBCLOUATDJPK
 757 | V | . | . | . | . | FHRXMQSNEGWZIBCLOUATDJPK
 758 | V | . | . | . | . | FHRXMQSNEGWZIBCLOUATDJPK
 759 | V | . | . | . | . | FHRXMQSNEGWZIBCLOUATDJPK
 760 | V | . | . | . | . | FHRXMQSNEGWZIBCLOUATDJPK
 761 | V | . | . | . | . | FHRXMQSNEGWZIBCLOUATDJPK
 762 | V | . | . | . | . | FHRXMQSNEGWZIBCLOUATDJPK
 763 | V | . | . | . | . | FHRXMQSNEGWZIBCLOUATDJPK
 764 | V | . | . | . | . | FHRXMQSNEGWZIBCLOUATDJPK
 765 | V | . | . | . | . | FHRXMQSNEGWZIBCLOUATDJPK
 766 | V | . | . | . | . | FHRXMQSNEGWZIBCLOUATDJPK
 767 | V | . | . | . | . | FHRXMQSNEGWZIBCLOUATDJPK
 768 | V | . | . | . | . | FHRXMQSNEGWZIBCLOUATDJPK
 769 | V | . | . | . | . | FHRXMQSNEGWZIBCLOUATDJPK
 770 | V | . | . | . | . | FHRXMQSNEGWZIBCLOUATDJPK
 771 | V | . | . | . | . | FHRXMQSNEGWZIBCLOUATDJPK
 772 | V | . | . | . | . | FHRXMQSNEGWZIBCLOUATDJPK
 773 | V | . | . | . | . | FHRXMQSNEGWZIBCLOUATDJPK
 774 | V | . | . | . | . | FHRXMQSNEGWZIBCLOUATDJPK
 775 | V | . | . | . | . | FHRXMQSNEGWZIBCLOUATDJPK
 776 | V | . | . | . | . | FHRXMQSNEGWZIBCLOUATDJPK
 777 | V | . | . | . | . | FHRXMQSNEGWZIBCLOUATDJPK
 778 | V | . | . | . | . | FHRXMQSNEGWZIBCLOUATDJPK
 779 | V | . | . | . | . | FHRXMQSNEGWZIBCLOUATDJPK
 780 | V | . | . | . | . | FHRXMQSNEGWZIBCLOUATDJPK
 781 | V | . | . | . | . | FHRXMQSNEGWZIBCLOUATDJPK
 782 | V | . | . | . | . | FHRXMQSNEGWZIBCLOUATDJPK
 783 | V | . | . | . | . | FHRXMQSNEGWZIBCLOUATDJPK
 784 | V | . | . | . | . | FHRXMQSNEGWZIBCLOUATDJPK
 785 | V | . | . | . | . | FHRXMQSNEGWZIBCLOUATDJPK
 786 | V | . | . | . | . | FHRXMQSNEGWZIBCLOUATDJPK
 787 | V | . | . | . | . | FHRXMQSNEGWZIBCLOUATDJPK
 788 | V | . | . | . | . | FHRXMQSNEGWZIBCLOUATDJPK
 789 | V | . | . | . | . | FHRXMQSNEGWZIBCLOUATDJPK
 790 | V | . | . | . | . | FHRXMQSNEGWZIBCLOUATDJPK
 791 | V | . | . | . | . | FHRXMQSNEGWZIBCLOUATDJPK
 792 | V | . | . | . | . | FHRXMQSNEGWZIBCLOUATDJPK
 793 | V | . | . | . | . | FHRXMQSNEGWZIBCLOUATDJPK
 794 | V | . | . | . | . | FHRXMQSNEGWZIBCLOUATDJPK
 795 | V | . | . | . | . | FHRXMQSNEGWZIBCLOUATDJPK
 796 | V | . | . | . | . | FHRXMQSNEGWZIBCLOUATDJPK
 797 | V | . | . | . | . | FHRXMQSNEGWZIBCLOUATDJPK
 798 | V | . | . | . | . | FHRXMQSNEGWZIBCLOUATDJPK
 799 | V | . | . | . | . | FHRXMQSNEGWZIBCLOUATDJPK
 800 | V | . | . | . | . | FHRXMQSNEGWZIBCLOUATDJPK
 801 | V | . | . | . | . | FHRXMQSNEGWZIBCLOUATDJPK
 802 | V | . | . | . | . | FHRXMQSNEGWZIBCLOUATDJPK
 803 | V | . | . | . | . | FHRXMQSNEGWZIBCLOUATDJPK
 804 | V | . | . | . | . | FHRXMQSNEGWZIBCLOUATDJPK
 805 | V | . | . | . | . | FHRXMQSNEGWZIBCLOUATDJPK
 806 | V | . | . | . | . | FHRXMQSNEGWZIBCLOUATDJPK
 807 | V | . | . | . | . | FHRXMQSNEGWZIBCLOUATDJPK
 808 | V | . | . | . | . | FHRXMQSNEGWZIBCLOUATDJPK
 809 | V | . | . | . | . | FHRXMQSNEGWZIBCLOUATDJPK
 810 | V | . | . | . | . | FHRXMQSNEGWZIBCLOUATDJPK
 811 | V | . | . | . | . | FHRXMQSNEGWZIBCLOUATDJPK
 812 | V | . | . | . | . | FHRXMQSNEGWZIBCLOUATDJPK
 813 | V | . | . | . | . | FHRXMQSNEGWZIBCLOUATDJPK
 814 | V | . | . | . | . | FHRXMQSNEGWZIBCLOUATDJPK
 815 | V | . | . | . | . | FHRXMQSNEGWZIBCLOUATDJPK
 816 | V | . | . | . | . | FHRXMQSNEGWZIBCLOUATDJPK
 817 | V | . | . | . | . | FHRXMQSNEGWZIBCLOUATDJPK
 818 | V | . | . | . | . | FHRXMQSNEGWZIBCLOUATDJPK
 819 | V | . | . | . | . | FHRXMQSNEGWZIBCLOUATDJPK
 820 | V | . | . | . | . | FHRXMQSNEGWZIBCLOUATDJPK
 821 | V | . | . | . | . | FHRXMQSNEGWZIBCLOUATDJPK
 822 | V | . | . | . | . | FHRXMQSNEGWZIBCLOUATDJPK
 823 | V | . | . | . | . | FHRXMQSNEGWZIBCLOUATDJPK
 824 | V | . | . | . | . | FHRXMQSNEGWZIBCLOUATDJPK
 825 | V | . | . | . | . | FHRXMQSNEGWZIBCLOUATDJPK
 826 | V | . | . | . | . | FHRXMQSNEGWZIBCLOUATDJPK
 827 | V | . | . | . | . | FHRXMQSNEGWZIBCLOUATDJPK
 828 | V | . | . | . | . | FHRXMQSNEGWZIBCLOUATDJPK
 829 | V | . | . | . | . | FHRXMQSNEGWZIBCLOUATDJPK
 830 | V | . | . | . | . | FHRXMQSNEGWZIBCLOUATDJPK
 831 | V | . | . | . | . | FHRXMQSNEGWZIBCLOUATDJPK
 832 | Y | . | . | . | . | FHRXMQSNEGWZIBCLOUATDJPKV
 833 | Y | . | . | . | . | FHRXMQSNEGWZIBCLOUATDJPKV
 834 | Y | . | . | . | . | FHRXMQSNEGWZIBCLOUATDJPKV
 835 | Y | . | . | . | . | FHRXMQSNEGWZIBCLOUATDJPKV
 836 | Y | . | . | . | . | FHRXMQSNEGWZIBCLOUATDJPKV
 837 | Y | . | . | . | . | FHRXMQSNEGWZIBCLOUATDJPKV
 838 | Y | . | . | . | . | FHRXMQSNEGWZIBCLOUATDJPKV
 839 | Y | . | . | . | . | FHRXMQSNEGWZIBCLOUATDJPKV
 840 | Y | . | . | . | . | FHRXMQSNEGWZIBCLOUATDJPKV
 841 | Y | . | . | . | . | FHRXMQSNEGWZIBCLOUATDJPKV
 842 | Y | . | . | . | . | FHRXMQSNEGWZIBCLOUATDJPKV
 843 | Y | . | . | . | . | FHRXMQSNEGWZIBCLOUATDJPKV
 844 | Y | . | . | . | . | FHRXMQSNEGWZIBCLOUATDJPKV
 845 | Y | . | . | . | . | FHRXMQSNEGWZIBCLOUATDJPKV
 846 | Y | . | . | . | . | FHRXMQSNEGWZIBCLOUATDJPKV
 847 | Y | . | . | . | . | FHRXMQSNEGWZIBCLOUATDJPKV
 848 | Y | . | . | . | . | FHRXMQSNEGWZIBCLOUATDJPKV
 849 | Y | . | . | . | . | FHRXMQSNEGWZIBCLOUATDJPKV
 850 | Y | . | . | . | . | FHRXMQSNEGWZIBCLOUATDJPKV
 851 | Y | . | . | . | . | FHRXMQSNEGWZIBCLOUATDJPKV
 852 | Y | . | . | . | . | FHRXMQSNEGWZIBCLOUATDJPKV
 853 | Y | . | . | . | . | FHRXMQSNEGWZIBCLOUATDJPKV
 854 | Y | . | . | . | . | FHRXMQSNEGWZIBCLOUATDJPKV
 855 | Y | . | . | . | . | FHRXMQSNEGWZIBCLOUATDJPKV
 856 | Y | . | . | . | . | FHRXMQSNEGWZIBCLOUATDJPKV
 857 | Y | . | . | . | . | FHRXMQSNEGWZIBCLOUATDJPKV
 858 | Y | . | . | . | . | FHRXMQSNEGWZIBCLOUATDJPKV
 859 | Y | . | . | . | . | FHRXMQSNEGWZIBCLOUATDJPKV
 860 | Y | . | . | . | . | FHRXMQSNEGWZIBCLOUATDJPKV
 861 | Y | . | . | . | . | FHRXMQSNEGWZIBCLOUATDJPKV
 862 | Y | . | . | . | . | FHRXMQSNEGWZIBCLOUATDJPKV
 863 | Y | . | . | . | . | FHRXMQSNEGWZIBCLOUATDJPKV
 864 | Y | . | . | . | . | FHRXMQSNEGWZIBCLOUATDJPKV
 865 | Y | . | . | . | . | FHRXMQSNEGWZIBCLOUATDJPKV
 866 | Y | . | . | . | . | FHRXMQSNEGWZIBCLOUATDJPKV
 867 | Y | . | . | . | . | FHRXMQSNEGWZIBCLOUATDJPKV
 868 | Y | . | . | . | . | FHRXMQSNEGWZIBCLOUATDJPKV
 869 | Y | . | . | . | . | FHRXMQSNEGWZIBCLOUATDJPKV
 870 | Y | . | . | . | . | FHRXMQSNEGWZIBCLOUATDJPKV
 871 | Y | . | . | . | . | FHRXMQSNEGWZIBCLOUATDJPKV
 872 | Y | . | . | . | . | FHRXMQSNEGWZIBCLOUATDJPKV
 873 | Y | . | . | . | . | FHRXMQSNEGWZIBCLOUATDJPKV
 874 | Y | . | . | . | . | FHRXMQSNEGWZIBCLOUATDJPKV
 875 | Y | . | . | . | . | FHRXMQSNEGWZIBCLOUATDJPKV
 876 | Y | . | . | . | . | FHRXMQSNEGWZIBCLOUATDJPKV
 877 | Y | . | . | . | . | FHRXMQSNEGWZIBCLOUATDJPKV
 878 | Y | . | . | . | . | FHRXMQSNEGWZIBCLOUATDJPKV
 879 | Y | . | . | . | . | FHRXMQSNEGWZIBCLOUATDJPKV
 880 | Y | . | . | . | . | FHRXMQSNEGWZIBCLOUATDJPKV
 881 | Y | . | . | . | . | FHRXMQSNEGWZIBCLOUATDJPKV
 882 | Y | . | . | . | . | FHRXMQSNEGWZIBCLOUATDJPKV
 883 | Y | . | . | . | . | FHRXMQSNEGWZIBCLOUATDJPKV
 884 | Y | . | . | . | . | FHRXMQSNEGWZIBCLOUATDJPKV
 885 | Y | . | . | . | . | FHRXMQSNEGWZIBCLOUATDJPKV
 886 | Y | . | . | . | . | FHRXMQSNEGWZIBCLOUATDJPKV
 887 | Y | . | . | . | . | FHRXMQSNEGWZIBCLOUATDJPKV
 888 | Y | . | . | . | . | FHRXMQSNEGWZIBCLOUATDJPKV
 889 | Y | . | . | . | . | FHRXMQSNEGWZIBCLOUATDJPKV
 890 | Y | . | . | . | . | FHRXMQSNEGWZIBCLOUATDJPKV
 891 | Y | . | . | . | . | FHRXMQSNEGWZIBCLOUATDJPKV
 892 | Y | . | . | . | . | FHRXMQSNEGWZIBCLOUATDJPKV
 893 | Y | . | . | . | . | FHRXMQSNEGWZIBCLOUATDJPKV
 894 | Y | . | . | . | . | FHRXMQSNEGWZIBCLOUATDJPKV
 895 | Y | . | . | . | . | FHRXMQSNEGWZIBCLOUATDJPKV
 896 | Y | . | . | . | . | FHRXMQSNEGWZIBCLOUATDJPKV
 897 | Y | . | . | . | . | FHRXMQSNEGWZIBCLOUATDJPKV
 898 | Y | . | . | . | . | FHRXMQSNEGWZIBCLOUATDJPKV
 899 | Y | . | . | . | . | FHRXMQSNEGWZIBCLOUATDJPKV
 900 | Y | . | . | . | . | FHRXMQSNEGWZIBCLOUATDJPKV
 901 | Y | . | . | . | . | FHRXMQSNEGWZIBCLOUATDJPKV
 902 | Y | . | . | . | . | FHRXMQSNEGWZIBCLOUATDJPKV
 903 | Y | . | . | . | . | FHRXMQSNEGWZIBCLOUATDJPKV
 904 | Y | . | . | . | . | FHRXMQSNEGWZIBCLOUATDJPKV
 905 | Y | . | . | . | . | FHRXMQSNEGWZIBCLOUATDJPKV
 906 | Y | . | . | . | . | FHRXMQSNEGWZIBCLOUATDJPKV
 907 | Y | . | . | . | . | FHRXMQSNEGWZIBCLOUATDJPKV
